SL_No.,Clothing_ID,Age,Review,Rating,Recommendation_Indicator,Positive_Feedback_Count,Department_Name
18703,1072,55,Flattering and comfortable,5,1,0,Dresses
18704,316,30,Bigger than my first apartment,1,0,1,Bottoms
18705,1072,20,Beautiful,5,1,2,Dresses
18706,316,38,Perfect fit,5,1,1,Bottoms
18707,1072,47,Sadly not for me!,4,0,9,Dresses
18708,1072,44,My surprising find,5,1,29,Dresses
18709,843,32,Buy this if you want a crop top,4,1,0,Tops
18710,316,60,"Love, love, love",5,1,17,Bottoms
18711,828,54,Soft light fabric,5,1,20,Tops
18712,927,22,Colors are beautiful,5,1,4,Tops
18713,828,49,Much cuter in person,5,1,0,Tops
18714,316,36,Perfect!,5,1,1,Bottoms
18715,988,22,Pretty skirt,4,1,0,Bottoms
18716,316,47,Recommend with reservations,4,1,4,Bottoms
18717,1072,39,Love this dress,5,1,1,Dresses
18718,1072,62,Simply beautiful!,5,1,12,Dresses
18719,316,41,Spectacular romper!,5,1,2,Bottoms
18720,927,49,Ack. i want to love it...,3,1,0,Tops
18721,1072,18,I get so many compliments,4,1,0,Dresses
18722,828,59,Appealing color,5,1,0,Tops
18723,316,36,Adorable!,5,1,2,Bottoms
18724,1072,66,Navy print shirtdress,5,1,5,Dresses
18725,1072,32,Adorable,5,1,1,Dresses
18726,828,53,Loved this shirt - but only in navy,5,1,17,Tops
18727,927,65,Super cute,5,1,1,Tops
18728,316,32,Nice!,4,1,7,Bottoms
18729,1072,53,Pretty tunic,5,1,1,Dresses
18730,1072,51,Fun dress,5,1,0,Dresses
18731,1072,62,Flattering and easy to wear,5,1,18,Dresses
18732,1072,39,Wish i could love it,4,1,0,Dresses
18733,1072,36,Love!,5,1,18,Dresses
18734,927,52,Beautiful sweater jacket,5,1,2,Tops
18735,1072,54,Love,5,1,2,Dresses
18736,1072,27,"Lovely, runs looser than expected",4,1,1,Dresses
18737,843,52,Beautiful!!!   runs small,5,1,0,Tops
18738,1072,54,"Great dress, good quality",4,1,8,Dresses
18739,1094,55,Pretty but big,4,1,8,Dresses
18740,868,18,"A little big, but so comfortable!",4,1,0,Tops
18741,854,33,Ehhh...,3,0,3,Tops
18742,877,39,Awesome and flattering,5,1,9,Tops
18743,1062,33,Nice trousers,5,1,3,Bottoms
18744,866,46,"Pretty top, scratchy material",3,1,0,Tops
18745,854,53,Very large,4,1,6,Tops
18746,1028,56,Disappointed,3,1,6,Bottoms
18747,868,37,Comfy boxy fit,4,1,0,Tops
18748,868,38,I returned this.,2,0,1,Tops
18749,1087,28,Runs small,4,1,2,Dresses
18750,1188,63,Great tunic or dress,5,1,0,Tops
18751,868,56,"Cute top, better for fall than summer",5,1,0,Tops
18752,877,42,"Shimmers with gold, silver, and black tones",5,1,1,Tops
18753,877,31,Sparkly & gold tones,4,1,9,Tops
18754,854,38,Dolman style sleeves & scratchy lace,4,0,0,Tops
18755,877,59,Itchy gold metallic thread,4,0,8,Tops
18756,868,51,I love this!,5,1,9,Tops
18757,877,47,Poor quality and unflattering,2,0,2,Tops
18758,877,40,Winner!,5,1,2,Tops
18759,868,33,"Cute, unique top",4,1,21,Tops
18760,868,37,Big boxy fun!,5,1,0,Tops
18761,1087,37,Heartbroken too small!,4,1,1,Dresses
18762,1094,46,Gorgeous dress!,5,1,0,Dresses
18763,868,54,Boxy,2,0,0,Tops
18764,854,48,Think i'll like it,4,1,1,Tops
18765,868,46,Day off henley,3,1,4,Tops
18766,868,61,Poor cut & quality,1,0,0,Tops
18767,868,84,Wanted to love,2,0,0,Tops
18768,854,65,Comfortable and versatile,5,1,1,Tops
18769,854,36,Terrible but had so much potential,2,0,7,Tops
18770,868,38,Cute top with some caveats,4,1,21,Tops
18771,1083,34,First lars miss...,4,0,3,Dresses
18772,836,52,Requires layering and made for the long wasted,3,1,3,Tops
18773,872,31,Give it a try,4,1,1,Tops
18774,868,44,Cute top but looks like a tent (i'm not kidding),1,0,21,Tops
18775,291,36,Super cute and comfortable.,5,1,0,Intimate
18776,1098,43,Disappointed,3,0,10,Dresses
18777,291,28,Beautiful print and well made,5,1,1,Intimate
18778,872,20,Not my favorite purchase,2,0,5,Tops
18779,828,83,Perfect denim top,5,1,0,Tops
18780,872,83,Beautiful beautiful top!,5,1,3,Tops
18781,868,37,"Thin, boxy",2,0,0,Tops
18782,868,53,This one's a keeper,5,1,0,Tops
18783,872,31,"Cute shirt, but not cute on my figure",3,0,0,Tops
18784,872,60,Simple beauty,5,1,3,Tops
18785,868,44,Versatile top,5,1,0,Tops
18786,868,38,Huge,2,0,0,Tops
18787,768,28,Love these pants!,5,1,3,Intimate
18788,868,54,Huge!,2,0,3,Tops
18789,872,38,Wanted to love but...,3,0,0,Tops
18790,868,67,Don't put it in the dryer,3,1,0,Tops
18791,868,52,Fragile fabric,2,0,0,Tops
18792,694,36,Very pretty,4,1,5,Intimate
18793,868,47,Flipping cute!,5,1,5,Tops
18794,311,21,Like velvet!,5,1,2,Intimate
18795,948,40,"Very nice, just as pictured",5,1,0,Tops
18796,862,59,Quality fabric and style,4,1,0,Tops
18797,1131,58,My daughter's first job in the city!,5,1,0,Jackets
18798,1131,59,Beautiful!,5,1,1,Jackets
18799,862,46,Tent-like but soft & comfortable,2,0,0,Tops
18800,1131,28,Too large and low quality,2,0,0,Jackets
18801,862,40,Great basic,5,1,2,Tops
18802,862,43,Favorite tee,5,1,1,Tops
18803,862,68,Great purchase,5,1,0,Tops
18804,1131,43,Unlined and unshapely,1,0,9,Jackets
18805,1131,53,Terrible,1,0,0,Jackets
18806,658,51,Easy breezy,5,1,0,Intimate
18807,862,40,Big and boxy,5,1,5,Tops
18808,1131,49,Still deciding,4,1,47,Jackets
18809,862,52,Cute but...,2,0,6,Tops
18810,1131,64,I love this coat! fun outer layer!,4,1,10,Jackets
18811,1131,57,Good? maybe...,4,1,4,Jackets
18812,1003,38,Beautiful and very flattering,5,1,3,Bottoms
18813,948,60,What a mess,2,0,0,Tops
18814,1131,47,Red simplicity,5,1,2,Jackets
18815,948,50,Truly unique sweater,5,1,0,Tops
18816,1131,24,A coat with a great silhouette and personality,5,1,0,Jackets
18817,259,42,Too transparent,2,0,1,Intimate
18818,904,42,Pretty but size down!,3,1,2,Tops
18819,825,24,I don't want no scrubs...,3,1,1,Tops
18820,1042,26,Pretty print,3,1,4,Bottoms
18821,826,77,Perfect hot summer day choice,5,1,1,Tops
18822,826,66,Very cute,4,1,0,Tops
18823,1042,44,Short in the stride,2,0,0,Bottoms
18824,1155,20,Swim,4,1,0,Intimate
18825,1042,36,So much fun,5,1,1,Bottoms
18826,904,47,Fits like a giant tent,1,0,4,Tops
18827,1033,63,I think pilcro are my favorite jeans.,5,1,3,Bottoms
18828,1037,64,Perfect leggings,5,1,2,Bottoms
18829,1033,34,Look great on my wife,5,1,1,Bottoms
18830,895,33,Perfect for cooler weather!,5,1,2,Tops
18831,1098,57,Embroidered masterpiece,5,1,1,Dresses
18832,1033,23,Love these jeans!,5,1,0,Bottoms
18833,867,34,So cute! though inside not soft,4,1,0,Tops
18834,1098,62,Gorgeous but overpriced,4,1,35,Dresses
18835,850,39,Pretty and feminine,5,1,0,Tops
18836,903,41,Business in front; party in the back,4,1,0,Tops
18837,896,50,Great poncho!,5,1,2,Tops
18838,1098,49,This dress is huge,2,0,5,Dresses
18839,867,29,Weird fit,2,0,0,Tops
18840,896,46,Love the print,4,1,2,Tops
18841,1033,63,Love these jeans!,5,1,2,Bottoms
18842,1099,36,"Not silk, but a great dress",4,1,7,Dresses
18843,1012,34,Adorable,5,1,2,Bottoms
18844,1037,31,Love love love!,5,1,0,Bottoms
18845,867,48,Cute sweatshirt,5,1,0,Tops
18846,1033,37,Love! wish retailer had olive and black please!,5,1,0,Bottoms
18847,1033,56,Warm grey,4,1,0,Bottoms
18848,1037,38,"Stretches out, washes poorly. wish i could return.",1,0,1,Bottoms
18849,1037,38,"Cool design, extremely tight fit",2,0,7,Bottoms
18850,996,27,Needs alterations,4,1,1,Bottoms
18851,1033,65,A long time pilcro serif legging fan,4,1,0,Bottoms
18852,829,59,Cute style but too small for me,4,1,0,Tops
18853,895,46,So wanted to love this but...,2,0,2,Tops
18854,850,36,Great fit,5,1,5,Tops
18855,867,23,Neckline too strange,3,0,0,Tops
18856,1037,32,Stretched out quickly,4,0,0,Bottoms
18857,1037,52,Love these pants!,5,1,0,Bottoms
18858,1098,44,Great dress,5,1,7,Dresses
18859,1037,24,Nice but get loose real quick,3,1,0,Bottoms
18860,850,41,Wearing this blouse right now,5,1,0,Tops
18861,1033,41,Great fit,4,1,1,Bottoms
18862,867,60,Lovely staple piece,5,1,4,Tops
18863,1037,34,Love these pants!,5,1,0,Bottoms
18864,895,48,Where are the sleeves?,2,0,2,Tops
18865,1033,27,New favorite jeans!,5,1,0,Bottoms
18866,1033,51,Nice fit for jeans,5,1,1,Bottoms
18867,895,40,Nice staple piece,4,1,0,Tops
18868,1033,28,Fits amazing...formed holes after 1 month,1,0,4,Bottoms
18869,896,37,Better than i expected!!,5,1,4,Tops
18870,1037,51,Excellent quality,5,1,2,Bottoms
18871,1098,48,Beautiful but runs very large,4,0,1,Dresses
18872,1098,42,Size down!,4,1,0,Dresses
18873,850,52,Sweet top,4,1,0,Tops
18874,1098,66,"Quality look, sizing off.",2,0,1,Dresses
18875,861,84,Awesome!,5,1,0,Tops
18876,1098,51,Shapeless tent,1,0,2,Dresses
18877,1098,54,Love it!,5,1,3,Dresses
18878,1098,48,"Unique style, with comfy fit",5,1,0,Dresses
18879,829,33,Flutter poplin top,3,1,0,Tops
18880,1033,48,Fantastic!,5,1,0,Bottoms
18881,895,31,Cozy / sleek but poor construction,3,1,15,Tops
18882,867,34,A classic,5,1,1,Tops
18883,1033,36,New favorite jeans,5,1,0,Bottoms
18884,1033,42,The smell!,4,1,0,Bottoms
18885,829,58,Statement blouse,5,1,0,Tops
18886,1098,41,Way too tight in the arms. don't size down!,3,1,0,Dresses
18887,867,34,The cream is not dotted,3,1,1,Tops
18888,1028,36,Great fitting jeans,5,1,6,Bottoms
18889,867,50,Love,5,1,0,Tops
18890,1098,66,"So pretty and unique, but runs very large",5,1,1,Dresses
18891,896,20,Fall wardrobe staple,5,1,2,Tops
18892,867,38,Love!,5,1,0,Tops
18893,224,35,Flowing beach dress,5,1,3,Intimate
18894,1088,30,Bizarre seams at waist,2,0,2,Dresses
18895,1085,53,Great features,5,1,7,Dresses
18896,1070,29,Size up,1,0,0,Bottoms
18897,921,52,Huge,2,0,9,Tops
18898,1070,58,Perfect!,5,1,0,Bottoms
18899,1070,62,Ripped as i put them on,2,0,1,Bottoms
18900,862,36,Super soft and comfy!,5,1,0,Tops
18901,1036,39,Love it!,5,1,3,Bottoms
18902,1085,50,Curious juxtaposition,3,1,5,Dresses
18903,835,41,Beautiful tiered tank with embroidery for summer,4,1,4,Tops
18904,921,51,So much potential...,2,0,2,Tops
18905,884,43,Disappointed,1,0,15,Tops
18906,862,23,Way too much fabric,3,0,5,Tops
18907,862,64,So cute,5,1,0,Tops
18908,862,37,Fun and unique,5,1,1,Tops
18909,862,52,Great design but too long,3,0,4,Tops
18910,884,53,Beautiful details!!,5,1,2,Tops
18911,884,53,Lots of very nice details,4,1,14,Tops
18912,870,54,Love this,5,1,0,Tops
18913,1070,30,Good buy,5,1,0,Bottoms
18914,870,44,Unique details,4,1,0,Tops
18915,870,26,Nice casual top,4,1,2,Tops
18916,862,30,Flattering fit,5,1,0,Tops
18917,455,43,Zip hoodie not a pullover,4,1,3,Intimate
18918,1081,56,Gorgeous peasant dress,5,1,6,Dresses
18919,886,56,Beautiful draped top,5,1,6,Tops
18920,1082,57,Another winner from isabella sinclair,5,1,10,Dresses
18921,455,47,"Gorgeous, soft hoodie",5,1,0,Intimate
18922,895,41,Beautiful but not practical,2,0,0,Tops
18923,1081,45,Pretty patchwork!,5,1,8,Dresses
18924,1082,44,Love this dress!,5,1,2,Dresses
18925,1081,42,Artsy,5,1,1,Dresses
18926,1082,64,"Beautiful, forgiving dress",5,1,3,Dresses
18927,886,39,"Beautiful, but big",5,1,1,Tops
18928,1082,39,One flaw,4,1,0,Dresses
18929,886,30,Great top,5,1,1,Tops
18930,1082,29,Favorite dress,5,1,0,Dresses
18931,1081,25,Unqiue dress!,5,1,0,Dresses
18932,1082,29,Ripped before i could even wear it,1,0,3,Dresses
18933,1082,24,Cute but not really a winter dress,4,1,1,Dresses
18934,455,26,Zipper?,3,0,3,Intimate
18935,862,41,Better than your average t-shirt,5,1,0,Tops
18936,862,26,Love it!,5,1,0,Tops
18937,895,38,Very thin material,2,0,17,Tops
18938,886,43,Perfection,5,1,0,Tops
18939,1081,49,Cute and colorful,5,1,11,Dresses
18940,1082,49,Lovely black and white embroidered dress,5,1,1,Dresses
18941,455,33,Fleeced tula hoodie,2,0,3,Intimate
18942,455,34,This is a zippered hoodie,1,1,7,Intimate
18943,886,47,Cute!,5,1,0,Tops
18944,1081,40,So fun!,5,1,3,Dresses
18945,886,57,"Cute, but not black",4,1,0,Tops
18946,886,42,Buy this top!!,5,1,1,Tops
18947,895,40,Picture doesn't do it justice,4,1,5,Tops
18948,1094,80,Fantastic product,5,1,8,Dresses
18949,1081,39,Boho chic,5,1,0,Dresses
18950,1082,37,Cuter online,2,0,0,Dresses
18951,886,46,Modern with retro flair,5,1,1,Tops
18952,862,35,Nice quality,4,1,0,Tops
18953,1081,45,More beautiful than it looks!,5,1,4,Dresses
18954,657,53,"Nice, but not quite as pictured",4,1,1,Intimate
18955,895,42,Disappointed,2,0,1,Tops
18956,895,34,Uniquely designed shawl,4,1,1,Tops
18957,862,49,Love this tee!,5,1,0,Tops
18958,1081,33,Great quality,4,1,0,Dresses
18959,1094,39,Why no reviews?,5,1,0,Dresses
18960,1081,39,Trying to like it,3,1,1,Dresses
18961,895,33,Strange fit,2,0,1,Tops
18962,1082,52,Elegant and chic,5,1,2,Dresses
18963,1081,52,Pretty boho three season dress,4,1,0,Dresses
18964,1081,39,Not what i expected,3,0,13,Dresses
18965,1022,53,Crazy comfortable,5,1,1,Bottoms
18966,862,32,"Want to love it, poor quality",3,0,14,Tops
18967,862,43,Nah,3,0,1,Tops
18968,1110,55,This is a tent!,3,1,19,Dresses
18969,881,46,Not what i hoped it to be!,3,0,2,Tops
18970,1110,39,Sack-ish,3,0,7,Dresses
18971,310,32,Great!,5,1,0,Intimate
18972,862,41,"Vibrant, super soft top",5,1,0,Tops
18973,862,33,Cute and comfy,5,1,0,Tops
18974,881,56,Fabric might not be cotton! stretched out!,3,0,22,Tops
18975,1110,65,It's very cute,3,0,1,Dresses
18976,862,35,Beautiful,5,1,0,Tops
18977,881,35,Cute tunic,4,1,9,Tops
18978,862,40,Nice top,4,1,0,Tops
18979,862,32,New favorite shirt,5,1,0,Tops
18980,862,41,Love it.,5,1,0,Tops
18981,862,62,Gorgeously draped top,5,1,4,Tops
18982,862,55,So simple,5,1,0,Tops
18983,1087,46,I wish it looked like it did on the model,2,0,0,Dresses
18984,1087,53,Complete color shocker!,2,0,0,Dresses
18985,1087,41,Best on a slender body type,3,0,1,Dresses
18986,843,33,"Small in bust, tts in torso",3,1,23,Tops
18987,1087,36,Pretty,4,1,0,Dresses
18988,1087,55,More wrong than right...,2,0,1,Dresses
18989,1087,67,Overpriced potato sack,1,0,0,Dresses
18990,1087,52,Ugly!,1,0,0,Dresses
18991,1087,48,Huge like a circus tent,3,0,1,Dresses
18992,1087,45,"Unless you are twiggy, this is shape less",1,0,0,Dresses
18993,1087,23,Beautiful and comfortable,5,1,0,Dresses
18994,854,23,Beautiful,5,1,1,Tops
18995,1087,45,Not for broad shoulders,3,0,0,Dresses
18996,1087,42,Interesting and different,4,1,0,Dresses
18997,1087,47,Nice style!!,5,1,0,Dresses
18998,1087,28,Great color options but totally frumpy,4,1,0,Dresses
18999,1087,56,Swing dress,5,1,0,Dresses
19000,1087,37,Huge,3,0,0,Dresses
19001,1087,46,"Gorgeous, flattering, perfect for xl",5,1,0,Dresses
19002,1087,52,Very figure flattering,5,1,0,Dresses
19003,1087,36,"Creativity required don't pass, especially for $50",5,1,1,Dresses
19004,937,37,Unique piece,4,1,2,Tops
19005,1087,28,Not good for sensitive skin,2,0,0,Dresses
19006,1087,41,Sent it back,2,0,0,Dresses
19007,1087,73,Great dress,5,1,0,Dresses
19008,1087,55,No-brainer,5,1,3,Dresses
19009,1087,42,Large and wide,2,0,0,Dresses
19010,854,68,Vintage luxury,5,1,0,Tops
19011,1087,45,I love this dress,5,1,1,Dresses
19012,854,42,I love tiny!,5,1,1,Tops
19013,1087,45,So unflattering,2,0,0,Dresses
19014,1087,58,Beautiful dress! beautiful style!,5,1,0,Dresses
19015,1087,47,Received lots of compliments on this dress!,4,1,0,Dresses
19016,1087,51,Luv it,4,1,0,Dresses
19017,975,59,Fabulous!!,5,1,3,Jackets
19018,1087,52,Swimming in fabric,1,0,0,Dresses
19019,854,43,Winner,4,1,1,Tops
19020,1087,54,Well fitted dress,5,1,0,Dresses
19021,1087,36,Nora swing dress,5,1,0,Dresses
19022,1087,23,Unique sweater/swing dress,5,1,0,Dresses
19023,1087,51,"Cute, cute!",4,1,0,Dresses
19024,843,26,Adorable print,4,1,1,Tops
19025,1087,35,Comfortable easy dress,4,1,1,Dresses
19026,1087,72,How many stylists did it take...,2,0,2,Dresses
19027,1087,20,"Great style, loose fit",4,1,0,Dresses
19028,1087,35,Very comfy dress,4,1,0,Dresses
19029,1087,32,Too much material,2,0,0,Dresses
19030,1087,63,I love this dress,5,1,2,Dresses
19031,1087,60,Unique - size down,5,1,0,Dresses
19032,1087,40,Wanted to love...,2,0,1,Dresses
19033,1087,24,Great maternity dress,5,1,0,Dresses
19034,1087,35,Beautifully colored potato sack,2,0,0,Dresses
19035,1068,51,Great style,4,1,0,Bottoms
19036,1,50,Love this under-all cami tank ?,5,1,0,Intimate
19037,1,36,Staple tank!,5,1,0,Intimate
19038,1068,39,Love me some raspberries,5,1,0,Bottoms
19039,895,39,Buttons -buttons so cute!,5,1,0,Tops
19040,1068,55,Raspberry jumpsuit,5,1,12,Bottoms
19041,1068,47,Regular woman can look like a model in this one,5,1,3,Bottoms
19042,1,24,Love but also very annoying,2,0,1,Intimate
19043,1068,58,Re: love this jumpsuit!,4,1,0,Bottoms
19044,1088,60,"Soft, but faded",3,0,4,Dresses
19045,1068,48,Wanted to love this,1,0,0,Bottoms
19046,1068,44,Gorgeous!!!,4,1,2,Bottoms
19047,1068,45,Wow,5,1,0,Bottoms
19048,895,53,Wished it fit,3,1,1,Tops
19049,1159,35,Great tank,4,1,0,Intimate
19050,1068,62,In love!,5,1,4,Bottoms
19051,1159,25,Super soft,5,1,0,Intimate
19052,1068,22,Gorgeous gorgeous gorgeous,5,1,14,Bottoms
19053,895,28,Amazing!,5,1,0,Tops
19054,1110,27,"Pretty color, but wrinkles a lot",4,1,0,Dresses
19055,1110,67,"Lovely, but. . .",3,1,5,Dresses
19056,854,35,Pretty but too unstructured,4,1,0,Tops
19057,335,34,Amazing pair of leggings!,5,1,1,Intimate
19058,949,83,Scottish classic,5,1,0,Tops
19059,1086,54,Ginerva maxi,5,1,2,Dresses
19060,836,49,"Unique and comfortable top, easy to wear.",5,1,1,Tops
19061,1025,28,Get compliments all the time,5,1,0,Bottoms
19062,862,41,Jury is still out,4,1,3,Tops
19063,1110,49,Nice dress,3,1,0,Dresses
19064,1110,30,Proportions are off,3,0,1,Dresses
19065,1038,42,Floral fun!,5,1,0,Bottoms
19066,836,37,Beautifully unique top,5,1,12,Tops
19067,497,25,Comfortable but not for extreme yogis,4,1,2,Intimate
19068,836,53,Print looks odd,3,0,1,Tops
19069,335,37,Wearable art,5,1,5,Intimate
19070,1038,36,Floral fall jean,5,1,1,Bottoms
19071,1086,47,Elegant!,5,1,1,Dresses
19072,335,34,Amazing fabric,5,1,2,Intimate
19073,1078,54,Love !!,4,1,0,Dresses
19074,829,20,Bee-utiful,5,1,6,Tops
19075,1078,49,Fun for fall,4,1,0,Dresses
19076,861,49,Love it buy it!,5,1,1,Tops
19077,1076,46,Didn't fit right,4,1,2,Dresses
19078,862,39,Adorable,5,1,0,Tops
19079,829,39,Cute and nice cut,5,1,8,Tops
19080,942,41,The perfect fall sweater,4,1,1,Tops
19081,862,34,Elegant and comfortable,5,1,0,Tops
19082,1078,25,Loved the fabric,4,1,1,Dresses
19083,1078,33,Nice but wrong fit,3,0,0,Dresses
19084,1078,28,"Drab color, weird fit",2,0,0,Dresses
19085,1081,28,Beautifully made,5,1,2,Dresses
19086,829,54,Fun and unique,5,1,4,Tops
19087,1081,24,Love this dress!,5,1,0,Dresses
19088,862,28,So soft,5,1,1,Tops
19089,942,57,"Unique,colorful but has some flaws",4,1,1,Tops
19090,1078,35,"Awkward shape, cute fabric",2,0,3,Dresses
19091,917,32,Too shimmery!,3,0,2,Tops
19092,271,70,Lingerie?,3,1,13,Bottoms
19093,861,49,Yummy t,5,1,0,Tops
19094,862,49,Versatile boatneck top,5,1,2,Tops
19095,862,42,Versatile top but size up!,4,1,6,Tops
19096,862,53,Sizing up wasn't necessary for me...,4,1,0,Tops
19097,829,51,All the buzz,5,1,0,Tops
19098,1078,33,"Beautiful, unique dress",4,1,1,Dresses
19099,829,60,"Cute, printed blouse!",4,1,14,Tops
19100,942,37,Great casual cardigan,5,1,0,Tops
19101,829,62,Best if tied at waist,4,1,0,Tops
19102,861,70,Perfect oversize t,5,1,2,Tops
19103,829,33,Bumble bees,5,1,0,Tops
19104,1020,57,Looooong.,2,1,8,Bottoms
19105,942,51,Nice sweater,4,1,0,Tops
19106,1078,43,Not great,3,0,6,Dresses
19107,917,43,Slenderizing sweater,5,1,0,Tops
19108,839,39,Nice white tunic,3,1,0,Tops
19109,942,66,Pretty but runs large,4,1,5,Tops
19110,942,39,Oversized,5,1,4,Tops
19111,1078,39,Jungle boogie,4,1,0,Dresses
19112,7,39,Four winters in... a winner!,5,1,0,Jackets
19113,829,52,A special piece,5,1,16,Tops
19114,1078,48,So ready for fall!,5,1,6,Dresses
19115,862,37,For work or play,5,1,0,Tops
19116,1078,38,Effortlessly pretty,4,1,3,Dresses
19117,1078,34,Even better than expected!,5,1,0,Dresses
19118,1078,67,Prettier in person,5,1,9,Dresses
19119,1078,24,Absolutely elegant.,5,1,1,Dresses
19120,862,52,Busty gals rejoice! stripes!,5,1,0,Tops
19121,945,55,Sweater is huge!!,2,0,1,Tops
19122,945,62,Cute & cozy,4,1,0,Tops
19123,945,42,Makes me feel young,5,1,2,Tops
19124,1095,57,Beautiful and perfect,5,1,1,Dresses
19125,895,42,Cute but bad shape,3,0,1,Tops
19126,1107,21,Lovely transitional dress,4,1,0,Dresses
19127,1107,42,Big and boxy,3,0,2,Dresses
19128,905,56,Mustard color,4,1,11,Tops
19129,945,42,Super comfy,4,1,0,Tops
19130,1066,71,Must have for summer,5,1,1,Bottoms
19131,905,58,Cute but too short,2,0,0,Tops
19132,909,40,"Very nice, just as pictured",5,1,5,Tops
19133,903,56,Flattering and lightweight duster,5,1,21,Tops
19134,1091,34,Lovely!,5,1,0,Dresses
19135,1091,55,Perfect spring goddess dress,5,1,19,Dresses
